                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   1251,                0.43323,                0.29707,                0.90987,                0.91678,                0.66667,                0.81969,                0.41265,                 1.8519,                 1.0032,                 2.8666,             0.00076349,             0.00076349,             0.00076349
                   1252,                0.42594,                0.28109,                0.89554,                0.86499,                0.72222,                0.77569,                0.41939,                 1.8278,                 1.0902,                 2.7625,              0.0007625,              0.0007625,              0.0007625
                   1253,                0.38064,                0.25933,                0.85314,                0.86259,                0.72222,                0.76341,                0.41795,                 1.8196,                 1.1557,                  2.724,             0.00076151,             0.00076151,             0.00076151
                   1254,                0.38652,                0.25316,                0.84879,                0.86213,                0.72222,                0.77055,                0.40518,                  1.809,                 1.1498,                 2.6886,             0.00076052,             0.00076052,             0.00076052
                   1255,                0.39225,                0.26893,                0.87351,                0.86252,                0.72222,                 0.7714,                0.41618,                 1.8181,                 1.0845,                 2.7027,             0.00075953,             0.00075953,             0.00075953
                   1256,                0.40821,                0.29041,                 0.8752,                 0.9257,                0.77778,                0.83598,                0.43954,                 1.8094,                  1.037,                 2.6891,             0.00075854,             0.00075854,             0.00075854
                   1257,                0.43288,                0.27888,                0.87325,                0.92827,                0.71917,                0.83116,                0.42861,                 1.7969,                 1.0175,                 2.6497,             0.00075755,             0.00075755,             0.00075755
                   1258,                0.42193,                0.29862,                0.87821,                0.91706,                0.66667,                0.79297,                0.43701,                 1.7387,                 1.0932,                   2.52,             0.00075656,             0.00075656,             0.00075656
                   1259,                0.43885,                0.29044,                0.88475,                0.91735,                0.66667,                0.82576,                0.43862,                 1.7374,                 1.1393,                 2.4779,             0.00075557,             0.00075557,             0.00075557
                   1260,                0.47672,                0.29964,                0.89327,                0.91993,                0.66667,                0.81785,                0.42379,                 1.7658,                 1.2357,                 2.4357,             0.00075458,             0.00075458,             0.00075458
                   1261,                0.42223,                0.27358,                0.87777,                0.92136,                0.66667,                0.80913,                0.43008,                  1.768,                 1.2359,                 2.4297,             0.00075359,             0.00075359,             0.00075359
                   1262,                0.42542,                0.27358,                0.86564,                0.92306,                0.66649,                  0.804,                0.42788,                 1.7656,                 1.2467,                 2.4196,              0.0007526,              0.0007526,              0.0007526
                   1263,                0.40008,                0.27022,                0.89247,                0.92178,                0.66667,                0.80177,                0.43161,                 1.7481,                 1.2395,                 2.4175,             0.00075161,             0.00075161,             0.00075161
                   1264,                 0.4399,                0.28334,                0.88746,                 0.8167,                 0.7434,                0.81862,                0.43266,                 1.7173,                 1.1532,                 2.4187,             0.00075062,             0.00075062,             0.00075062
                   1265,                0.43222,                0.31384,                0.88978,                0.82434,                0.78234,                0.82605,                0.43927,                 1.7045,                  1.122,                  2.416,             0.00074963,             0.00074963,             0.00074963
                   1266,                0.41937,                0.27823,                0.89758,                0.80283,                0.72222,                0.74747,                0.41783,                 1.6709,                 1.0855,                 2.3775,             0.00074864,             0.00074864,             0.00074864
                   1267,                0.39261,                0.26467,                  0.865,                0.86258,                0.72222,                0.74546,                0.42663,                 1.6559,                 1.0814,                 2.3683,             0.00074765,             0.00074765,             0.00074765
                   1268,                0.41678,                0.27495,                0.86302,                0.86451,                0.72222,                0.72996,                0.42769,                 1.6471,                 1.0866,                 2.3579,             0.00074666,             0.00074666,             0.00074666
                   1269,                0.39148,                0.28041,                0.86939,                0.86176,                0.72222,                0.72805,                0.42757,                 1.6561,                    1.1,                 2.3606,             0.00074567,             0.00074567,             0.00074567
                   1270,                0.43958,                0.30616,                0.89086,                0.85488,                0.72222,                0.73119,                0.42652,                 1.6584,                 1.0762,                 2.3772,             0.00074468,             0.00074468,             0.00074468
                   1271,                0.38092,                0.27067,                0.88561,                0.85337,                0.72222,                 0.7326,                0.42681,                 1.6628,                 1.1027,                  2.391,             0.00074369,             0.00074369,             0.00074369
                   1272,                0.40395,                0.28411,                0.88866,                0.79724,                0.72222,                0.69375,                0.41781,                 1.6944,                 1.1801,                 2.4346,              0.0007427,              0.0007427,              0.0007427
                   1273,                0.40506,                0.29279,                0.87539,                0.78846,                0.72222,                0.67899,                0.41191,                 1.6877,                 1.2097,                  2.423,             0.00074171,             0.00074171,             0.00074171
                   1274,                0.41972,                0.27607,                0.89009,                0.92856,                0.72212,                0.75862,                0.42035,                 1.6769,                 1.2113,                 2.3594,             0.00074072,             0.00074072,             0.00074072
                   1275,                0.44814,                0.30763,                 0.8824,                0.93032,                0.74264,                0.76584,                0.41957,                 1.6725,                 1.1987,                 2.3365,             0.00073973,             0.00073973,             0.00073973
                   1276,                0.46896,                0.31309,                0.90056,                0.92788,                0.71519,                0.77209,                0.42146,                 1.6786,                 1.2452,                 2.3168,             0.00073874,             0.00073874,             0.00073874
                   1277,                0.46231,                0.31606,                0.91033,                0.91516,                0.66667,                0.73763,                 0.4178,                 1.7032,                 1.2777,                  2.369,             0.00073775,             0.00073775,             0.00073775
                   1278,                0.42542,                0.29131,                 0.8898,                0.84389,                0.60131,                 0.6696,                0.38513,                 1.7444,                 1.3726,                 2.4163,             0.00073676,             0.00073676,             0.00073676
                   1279,                0.43131,                0.28559,                0.88255,                0.87606,                0.55556,                0.66819,                0.37236,                 1.7299,                 1.3582,                 2.4025,             0.00073577,             0.00073577,             0.00073577
                   1280,                 0.4062,                0.28949,                0.86983,                0.84496,                0.60593,                0.69778,                0.39009,                 1.6863,                 1.3105,                  2.408,             0.00073478,             0.00073478,             0.00073478
                   1281,                0.41629,                0.27386,                0.87516,                0.83149,                0.61111,                0.69875,                0.39911,                 1.6284,                 1.2536,                 2.3838,             0.00073379,             0.00073379,             0.00073379
                   1282,                0.41483,                0.29525,                0.90414,                0.92274,                0.66371,                0.77138,                0.40954,                 1.5864,                 1.1308,                 2.3339,              0.0007328,              0.0007328,              0.0007328
                   1283,                0.41138,                0.27788,                0.88666,                0.90931,                0.61111,                0.77739,                0.42277,                 1.6312,                 1.0782,                 2.3915,             0.00073181,             0.00073181,             0.00073181
                   1284,                0.39262,                0.26991,                0.86705,                0.73978,                0.79017,                0.79348,                0.42641,                  1.674,                 1.0339,                 2.4561,             0.00073082,             0.00073082,             0.00073082
                   1285,                0.39378,                0.28287,                0.88218,                0.74544,                0.83333,                0.79894,                0.42885,                 1.6726,                0.99098,                 2.4861,             0.00072983,             0.00072983,             0.00072983
                   1286,                0.42981,                0.30469,                0.88446,                0.71984,                0.77778,                0.74473,                0.42063,                  1.645,                0.96197,                 2.4639,             0.00072884,             0.00072884,             0.00072884
                   1287,                0.42852,                0.28899,                0.86182,                0.71972,                0.72222,                0.75142,                0.42834,                 1.6367,                0.96388,                 2.4669,             0.00072785,             0.00072785,             0.00072785
                   1288,                0.44007,                0.30488,                0.89632,                0.74831,                0.66103,                0.75662,                0.41805,                 1.6808,                0.95279,                  2.557,             0.00072686,             0.00072686,             0.00072686
                   1289,                0.40191,                0.27434,                0.85264,                0.74909,                0.66365,                0.74499,                0.39098,                  1.667,                 1.0108,                 2.5588,             0.00072587,             0.00072587,             0.00072587
                   1290,                0.38799,                0.27165,                 0.8898,                0.78956,                0.66667,                0.73493,                0.40364,                 1.6746,                 1.1448,                 2.5238,             0.00072488,             0.00072488,             0.00072488
                   1291,                0.38786,                0.27777,                 0.8735,                0.77092,                0.66667,                0.73726,                0.39789,                 1.7233,                 1.1389,                 2.5421,             0.00072389,             0.00072389,             0.00072389
                   1292,                0.39412,                0.27581,                0.85947,                0.71706,                0.70466,                0.77583,                 0.4179,                 1.7579,                  1.019,                 2.5813,              0.0007229,              0.0007229,              0.0007229
                   1293,                0.40243,                0.26509,                0.88532,                0.84327,                0.61111,                0.77991,                0.43925,                 1.7413,                 1.0011,                 2.5585,             0.00072191,             0.00072191,             0.00072191
                   1294,                0.41099,                0.28521,                0.87819,                0.74618,                0.65394,                0.77393,                0.41296,                 1.7228,                 1.0032,                 2.5852,             0.00072092,             0.00072092,             0.00072092
                   1295,                0.39336,                 0.2862,                0.87096,                0.74736,                0.65787,                0.77375,                0.41447,                 1.7191,                 0.9997,                 2.6079,             0.00071993,             0.00071993,             0.00071993
                   1296,                0.42802,                0.27712,                 0.9092,                0.84391,                0.61111,                0.77415,                0.41976,                  1.706,                 1.0114,                 2.6444,             0.00071894,             0.00071894,             0.00071894
                   1297,                0.41064,                0.29697,                0.89489,                0.76027,                0.72222,                0.76918,                0.41279,                 1.7006,                  1.023,                 2.6391,             0.00071795,             0.00071795,             0.00071795
                   1298,                0.40585,                0.26568,                0.86223,                0.71088,                0.72222,                0.74923,                 0.4074,                 1.7005,                 1.0192,                 2.6174,             0.00071696,             0.00071696,             0.00071696
                   1299,                0.42856,                 0.3125,                0.89878,                0.72171,                0.72222,                0.75707,                0.41531,                 1.6873,                 1.0119,                 2.5867,             0.00071597,             0.00071597,             0.00071597
                   1300,                0.43919,                0.29287,                0.90441,                0.75782,                0.72222,                0.75887,                0.40745,                 1.6577,                0.96341,                 2.4829,             0.00071498,             0.00071498,             0.00071498
                   1301,                0.45088,                0.30698,                0.92897,                0.75432,                0.72222,                0.75335,                0.40268,                 1.6473,                0.97257,                 2.4449,             0.00071399,             0.00071399,             0.00071399
                   1302,                 0.4122,                0.27964,                0.89566,                0.76162,                0.72222,                0.76691,                0.39097,                 1.7149,                 1.0543,                 2.5465,               0.000713,               0.000713,               0.000713
                   1303,                0.44414,                0.29195,                0.89861,                0.85879,                0.61111,                0.77489,                0.37476,                 1.7626,                 1.0448,                 2.6296,             0.00071201,             0.00071201,             0.00071201
                   1304,                0.43618,                0.32666,                0.90255,                0.64112,                0.83333,                0.78011,                0.36523,                 1.7997,                 1.1088,                 2.6733,             0.00071102,             0.00071102,             0.00071102
                   1305,                0.40871,                0.27944,                 0.8738,                0.65794,                0.88889,                0.82912,                0.37758,                  1.796,                 1.1512,                  2.654,             0.00071003,             0.00071003,             0.00071003
                   1306,                0.40533,                0.26994,                0.89683,                0.69868,                0.83333,                0.82426,                0.34812,                 1.7865,                 1.1834,                 2.6232,             0.00070904,             0.00070904,             0.00070904
                   1307,                0.45606,                0.29118,                0.87022,                 0.7352,                0.77155,                0.82006,                0.36273,                 1.7791,                  1.181,                 2.6239,             0.00070805,             0.00070805,             0.00070805
                   1308,                 0.4384,                0.32858,                0.89495,                0.89822,                0.66667,                0.75607,                0.35214,                 1.7684,                 1.1133,                 2.6547,             0.00070706,             0.00070706,             0.00070706
                   1309,                 0.4098,                0.29412,                0.88326,                0.85572,                0.61111,                0.66443,                0.34324,                 1.7879,                 1.1318,                  2.694,             0.00070607,             0.00070607,             0.00070607
                   1310,                0.39697,                 0.2904,                0.89008,                0.71978,                0.71392,                0.70116,                 0.3571,                 1.9381,                 1.3217,                 2.7762,             0.00070508,             0.00070508,             0.00070508
                   1311,                0.39285,                0.27008,                0.86359,                0.71895,                0.71111,                0.70234,                0.36244,                 1.9442,                 1.3661,                 2.7723,             0.00070409,             0.00070409,             0.00070409
                   1312,                0.42315,                0.27557,                  0.915,                0.67679,                0.72222,                0.70124,                0.36435,                 1.9242,                 1.3785,                 2.7737,              0.0007031,              0.0007031,              0.0007031
                   1313,                 0.4512,                0.28939,                0.89389,                0.76284,                0.71517,                0.70525,                0.36842,                 1.9184,                 1.4174,                 2.7577,             0.00070211,             0.00070211,             0.00070211
                   1314,                0.38367,                0.26595,                 0.8745,                0.74378,                0.72222,                 0.6983,                0.38432,                 1.8404,                 1.3904,                 2.6614,             0.00070112,             0.00070112,             0.00070112
                   1315,                0.44935,                0.29029,                0.91654,                0.75618,                0.72222,                0.69617,                0.38153,                 1.7973,                 1.2974,                 2.5861,             0.00070013,             0.00070013,             0.00070013
                   1316,                 0.4654,                0.28786,                0.92262,                0.76999,                0.77778,                0.76097,                0.39444,                 1.7453,                 1.1352,                 2.5304,             0.00069914,             0.00069914,             0.00069914
                   1317,                0.38062,                0.25854,                0.87094,                0.77548,                0.76801,                0.76151,                0.39562,                 1.7493,                 1.0907,                  2.538,             0.00069815,             0.00069815,             0.00069815
                   1318,                0.39859,                0.28183,                 0.8877,                0.76085,                0.72222,                0.76438,                0.37427,                 1.7538,                 1.1351,                 2.5219,             0.00069716,             0.00069716,             0.00069716
                   1319,                0.37088,                0.26313,                0.84399,                 0.7647,                0.72221,                0.75976,                0.37203,                 1.7378,                 1.1479,                 2.5013,             0.00069617,             0.00069617,             0.00069617
                   1320,                0.40126,                0.29914,                0.87971,                0.76039,                0.72222,                0.73056,                0.38766,                 1.6806,                 1.2329,                 2.5014,             0.00069518,             0.00069518,             0.00069518
                   1321,                0.39907,                0.26915,                 0.9081,                0.75374,                0.72222,                0.71908,                0.38826,                 1.7015,                 1.2812,                 2.5612,             0.00069419,             0.00069419,             0.00069419
                   1322,                0.41665,                0.26999,                0.88349,                0.70902,                0.72222,                0.69309,                0.37631,                 1.7434,                  1.415,                 2.6834,              0.0006932,              0.0006932,              0.0006932
                   1323,                0.43351,                 0.3194,                0.90357,                0.76107,                 0.7085,                 0.6933,                 0.3718,                 1.7784,                 1.4509,                 2.7161,             0.00069221,             0.00069221,             0.00069221
                   1324,                0.40144,                0.27612,                0.86827,                0.81906,                0.55556,                0.65408,                0.35639,                 1.8168,                 1.4401,                 2.7618,             0.00069122,             0.00069122,             0.00069122
                   1325,                0.40086,                0.28097,                0.90459,                 0.7814,                0.59656,                0.67324,                0.36178,                 1.8665,                 1.4694,                 2.7846,             0.00069023,             0.00069023,             0.00069023
                   1326,                 0.3569,                0.25727,                0.85441,                 0.7005,                0.66667,                0.68836,                0.38401,                 1.8829,                 1.3337,                 2.8703,             0.00068924,             0.00068924,             0.00068924
                   1327,                0.40813,                0.27895,                0.86101,                0.79907,                0.66306,                0.70744,                0.36571,                 1.8977,                 1.2421,                 2.9201,             0.00068825,             0.00068825,             0.00068825
                   1328,                 0.3918,                0.25408,                0.87458,                0.79841,                 0.6605,                0.73078,                 0.3827,                 1.9026,                 1.1415,                 2.9397,             0.00068726,             0.00068726,             0.00068726
                   1329,                0.41337,                0.27169,                0.86425,                0.76193,                0.71173,                0.75206,                0.40818,                 1.9028,                 1.1422,                 2.9323,             0.00068627,             0.00068627,             0.00068627
                   1330,                 0.4331,                0.29222,                0.87583,                0.79601,                0.65115,                0.75958,                0.41465,                 1.9105,                 1.1684,                 2.9444,             0.00068528,             0.00068528,             0.00068528
                   1331,                0.38626,                0.25723,                0.87243,                0.72111,                0.71845,                0.75452,                0.40762,                 1.9221,                 1.1797,                  2.943,             0.00068429,             0.00068429,             0.00068429
                   1332,                0.39161,                0.27269,                0.87213,                0.71973,                0.71373,                0.76069,                 0.4033,                 1.9454,                 1.2121,                 2.9587,              0.0006833,              0.0006833,              0.0006833
                   1333,                0.42696,                0.28387,                0.86199,                0.68107,                0.72222,                0.75804,                 0.4031,                 1.9312,                   1.24,                 2.9263,             0.00068231,             0.00068231,             0.00068231
                   1334,                0.46087,                0.31584,                0.90977,                0.76305,                0.72222,                0.76637,                0.41637,                 1.9081,                 1.1934,                 2.8862,             0.00068132,             0.00068132,             0.00068132
                   1335,                0.41639,                0.29612,                0.88197,                0.86504,                0.71275,                0.82846,                0.42638,                 1.8909,                 1.0603,                 2.8881,             0.00068033,             0.00068033,             0.00068033
                   1336,                  0.433,                0.30431,                0.91429,                0.85168,                0.72222,                0.85566,                0.43522,                 1.8566,                0.93836,                 2.8392,             0.00067934,             0.00067934,             0.00067934
                   1337,                  0.411,                0.27632,                0.87455,                0.87464,                0.77537,                0.86741,                 0.4432,                  1.832,                0.90217,                 2.8209,             0.00067835,             0.00067835,             0.00067835
                   1338,                0.36724,                0.26919,                0.86362,                0.87467,                0.77778,                0.86298,                0.44911,                 1.8086,                0.88019,                 2.8228,             0.00067736,             0.00067736,             0.00067736
                   1339,                0.36588,                0.26171,                0.86272,                0.81402,                0.77778,                0.85424,                0.44072,                  1.801,                0.89243,                 2.8251,             0.00067637,             0.00067637,             0.00067637
                   1340,                0.39083,                0.26835,                0.88563,                0.86556,                0.71575,                0.84267,                 0.4099,                 1.8314,                0.92671,                 2.8445,             0.00067538,             0.00067538,             0.00067538
                   1341,                0.36941,                0.25778,                0.89311,                0.91408,                0.66667,                0.84755,                0.40502,                 1.8369,                0.94124,                 2.8248,             0.00067439,             0.00067439,             0.00067439
                   1342,                0.38901,                0.26593,                0.86452,                 0.9125,                0.66667,                 0.8488,                0.39907,                 1.8604,                0.93064,                 2.8243,              0.0006734,              0.0006734,              0.0006734
                   1343,                0.39849,                0.29524,                0.89291,                0.91386,                0.66667,                0.83848,                0.40468,                 1.8759,                0.92708,                 2.8524,             0.00067241,             0.00067241,             0.00067241
                   1344,                0.39485,                0.26984,                0.86749,                0.83944,                0.61111,                   0.76,                0.40265,                 1.8434,                0.95267,                 2.8166,             0.00067142,             0.00067142,             0.00067142
                   1345,                0.39279,                0.27991,                0.86695,                0.80352,                0.72222,                0.80736,                0.40388,                 1.8212,                0.96874,                  2.788,             0.00067043,             0.00067043,             0.00067043
                   1346,                0.38103,                0.27939,                0.87009,                0.88052,                0.81951,                0.87669,                0.42183,                 1.8284,                0.93541,                 2.8057,             0.00066944,             0.00066944,             0.00066944
                   1347,                0.38694,                0.26338,                0.86445,                0.85986,                0.83333,                0.86613,                0.41944,                 1.8378,                  0.974,                 2.8199,             0.00066845,             0.00066845,             0.00066845
                   1348,                0.40304,                0.25818,                0.89127,                0.82108,                0.83333,                0.83859,                0.37253,                 1.9004,                 1.0904,                 2.8872,             0.00066746,             0.00066746,             0.00066746
                   1349,                0.38915,                0.27022,                0.88593,                 0.8225,                0.77261,                0.74751,                0.36787,                 1.9957,                 1.1902,                  2.979,             0.00066647,             0.00066647,             0.00066647
                   1350,                0.38419,                0.25318,                0.87307,                0.81685,                0.77778,                0.73914,                0.36394,                  2.008,                  1.107,                 3.0315,             0.00066548,             0.00066548,             0.00066548
                   1351,                0.41185,                0.27895,                0.88994,                0.81783,                0.77778,                0.73828,                0.36662,                 2.0105,                 1.1869,                 2.9944,             0.00066449,             0.00066449,             0.00066449
                   1352,                0.36069,                0.25679,                0.87742,                0.81766,                0.77778,                0.75576,                0.36272,                 1.9035,                 1.1808,                 2.8225,              0.0006635,              0.0006635,              0.0006635
                   1353,                0.41123,                0.29217,                0.89204,                0.81441,                0.77778,                0.76968,                0.37343,                 1.8834,                 1.2083,                 2.7583,             0.00066251,             0.00066251,             0.00066251
                   1354,                0.40401,                0.25863,                0.87848,                0.93684,                 0.8245,                0.81905,                0.38865,                 1.8465,                 1.1592,                 2.7241,             0.00066152,             0.00066152,             0.00066152
                   1355,                0.40825,                0.30356,                0.90676,                0.93708,                0.82777,                0.81575,                0.37975,                 1.8274,                 1.1263,                 2.7247,             0.00066053,             0.00066053,             0.00066053
                   1356,                0.38419,                0.26441,                0.86114,                0.87522,                0.83333,                0.84289,                0.38582,                 1.8203,                 1.1244,                 2.7378,             0.00065954,             0.00065954,             0.00065954
                   1357,                0.42371,                0.31724,                0.90687,                0.88164,                0.82792,                0.79919,                0.37075,                 1.8421,                 1.1359,                  2.805,             0.00065855,             0.00065855,             0.00065855
                   1358,                0.36547,                0.26317,                0.86868,                0.76151,                0.77778,                0.72189,                 0.3523,                 1.8352,                 1.0703,                 2.8602,             0.00065756,             0.00065756,             0.00065756
                   1359,                0.43262,                0.29157,                0.87824,                0.77426,                0.76281,                0.72156,                0.36232,                 1.8487,                 1.0509,                 2.8543,             0.00065657,             0.00065657,             0.00065657
                   1360,                0.39308,                0.26733,                0.88402,                0.91536,                0.72222,                0.79364,                0.38217,                 1.8408,                 1.1086,                  2.812,             0.00065558,             0.00065558,             0.00065558
                   1361,                0.40006,                0.28236,                0.90674,                0.91242,                0.72222,                0.79788,                0.38825,                 1.8374,                 1.1285,                 2.7956,             0.00065459,             0.00065459,             0.00065459
                   1362,                0.37659,                0.24929,                0.87762,                0.87492,                0.77724,                0.79993,                0.37109,                 1.7819,                 1.1939,                 2.6901,              0.0006536,              0.0006536,              0.0006536
                   1363,                 0.4542,                0.29149,                0.89928,                0.92819,                0.71836,                0.80359,                0.37229,                 1.7406,                 1.1581,                 2.6216,             0.00065261,             0.00065261,             0.00065261
                   1364,                0.37494,                0.27969,                0.86865,                0.92357,                0.72222,                0.81358,                0.39623,                 1.7186,                 1.1853,                 2.5676,             0.00065162,             0.00065162,             0.00065162
                   1365,                 0.3819,                0.26076,                0.86577,                 0.8313,                0.82182,                0.81837,                0.38253,                 1.7696,                 1.2916,                 2.6089,             0.00065063,             0.00065063,             0.00065063
                   1366,                0.37484,                0.26121,                0.86199,                0.83121,                0.82128,                0.80493,                0.38594,                 1.8365,                 1.3589,                 2.7161,             0.00064964,             0.00064964,             0.00064964
                   1367,                0.37625,                0.27845,                 0.8686,                0.87483,                0.77667,                0.79958,                0.38981,                 1.8383,                 1.3446,                 2.7299,             0.00064865,             0.00064865,             0.00064865
                   1368,                 0.3695,                0.25563,                0.86989,                0.87347,                0.76758,                0.78949,                 0.4086,                 1.8043,                 1.2368,                 2.7133,             0.00064766,             0.00064766,             0.00064766
                   1369,                0.37211,                0.27746,                0.88617,                0.87339,                0.76703,                0.79226,                 0.4123,                 1.7988,                 1.2459,                 2.7008,             0.00064667,             0.00064667,             0.00064667
                   1370,                0.41441,                0.28452,                0.87793,                0.78303,                 0.8027,                0.79414,                0.40485,                 1.7814,                 1.3376,                 2.6622,             0.00064568,             0.00064568,             0.00064568
                   1371,                  0.349,                0.24882,                0.86828,                0.91715,                0.66667,                0.77938,                0.39799,                 1.7817,                 1.3997,                 2.6676,             0.00064469,             0.00064469,             0.00064469
                   1372,                0.36588,                0.27184,                0.88391,                0.77133,                0.77778,                0.77201,                0.39225,                 1.8293,                 1.3427,                 2.7495,              0.0006437,              0.0006437,              0.0006437
                   1373,                0.40333,                0.27522,                0.86805,                0.70625,                0.72222,                0.70227,                0.38877,                 1.8413,                 1.3269,                 2.7982,             0.00064271,             0.00064271,             0.00064271
                   1374,                0.39252,                0.26933,                0.86012,                0.77316,                0.75816,                0.72592,                0.36596,                 1.8668,                 1.3194,                 2.8833,             0.00064172,             0.00064172,             0.00064172
                   1375,                0.36766,                0.26722,                0.83945,                0.75645,                0.77778,                0.72886,                0.36897,                 1.8989,                 1.2612,                 2.9415,             0.00064073,             0.00064073,             0.00064073
                   1376,                0.36172,                0.24832,                0.85454,                0.81237,                0.77778,                0.73539,                 0.3641,                 1.9396,                 1.2171,                 2.9791,             0.00063974,             0.00063974,             0.00063974
                   1377,                0.40711,                0.29223,                0.88222,                0.81416,                0.77778,                0.73762,                0.36155,                 1.9605,                 1.2399,                 2.9891,             0.00063875,             0.00063875,             0.00063875
                   1378,                0.38236,                0.28461,                0.87279,                0.83051,                0.81732,                0.81069,                0.36403,                 1.9303,                 1.2305,                   2.93,             0.00063776,             0.00063776,             0.00063776
                   1379,                0.40906,                0.26897,                0.88239,                0.86598,                 0.7182,                0.79608,                0.38527,                 1.9277,                 1.1827,                 2.9153,             0.00063677,             0.00063677,             0.00063677
                   1380,                0.45269,                 0.3011,                0.92049,                0.86454,                0.77778,                0.76007,                0.37065,                 1.8977,                 1.1969,                 2.8558,             0.00063578,             0.00063578,             0.00063578
                   1381,                0.35232,                0.25478,                0.87253,                0.86948,                0.77778,                0.75998,                0.35407,                  1.871,                 1.1815,                 2.8104,             0.00063479,             0.00063479,             0.00063479
                   1382,                0.33762,                0.24343,                 0.8591,                0.87417,                0.77226,                0.77988,                0.36412,                 1.8128,                 1.1058,                 2.7155,              0.0006338,              0.0006338,              0.0006338
                   1383,                 0.3588,                0.24107,                0.86936,                0.87382,                0.76992,                 0.8217,                0.37864,                 1.7943,                 1.0783,                 2.6896,             0.00063281,             0.00063281,             0.00063281
                   1384,                0.38479,                0.25769,                0.87321,                0.93291,                0.77284,                0.81958,                0.36552,                 1.7631,                 1.0825,                 2.6769,             0.00063182,             0.00063182,             0.00063182
