                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    234,                0.90476,                0.59132,                 1.1003,                 0.5249,                0.61111,                0.58252,                0.33936,                 1.9403,                 1.6546,                 1.9617,              0.0017703,              0.0017703,              0.0017703
                    235,                 1.0225,                0.70524,                 1.1968,                 0.6257,                0.44444,                0.55479,                0.30463,                 1.9758,                  1.618,                 1.9761,              0.0017693,              0.0017693,              0.0017693
                    236,                0.93806,                0.63437,                  1.153,                0.59218,                    0.5,                0.51333,                   0.25,                 2.0905,                 1.6213,                 2.0759,              0.0017683,              0.0017683,              0.0017683
                    237,                0.87757,                0.61642,                 1.1023,                0.64121,                0.66667,                0.67399,                0.30459,                  2.077,                 1.2463,                 2.1138,              0.0017674,              0.0017674,              0.0017674
                    238,                0.92593,                0.67074,                  1.138,                0.86551,                0.71546,                0.74768,                0.33924,                 2.0614,                  1.075,                 2.2831,              0.0017664,              0.0017664,              0.0017664
                    239,                0.95071,                0.68786,                 1.1698,                0.90972,                0.77778,                0.89616,                0.36832,                 2.0157,                 1.1257,                 2.2237,              0.0017654,              0.0017654,              0.0017654
                    240,                 0.9589,                0.66164,                 1.2404,                  0.775,                0.77778,                0.83394,                0.38376,                 2.0055,                 1.1493,                 2.1495,              0.0017644,              0.0017644,              0.0017644
                    241,                0.87377,                 0.5752,                  1.114,                0.88853,                0.88588,                0.94083,                0.40881,                 1.9548,                 1.0824,                 2.1232,              0.0017634,              0.0017634,              0.0017634
                    242,                0.88812,                0.58313,                 1.1317,                0.79396,                0.72222,                  0.817,                0.41632,                 1.9759,                 1.0484,                 2.2609,              0.0017624,              0.0017624,              0.0017624
                    243,                0.86106,                0.56257,                 1.0974,                0.85512,                0.72222,                0.83055,                0.41254,                 1.9926,                 1.0304,                 2.3193,              0.0017614,              0.0017614,              0.0017614
                    244,                0.94335,                0.66152,                 1.1719,                0.81482,                0.83333,                0.86362,                0.42594,                 1.9459,                0.86893,                 2.2797,              0.0017604,              0.0017604,              0.0017604
                    245,                0.89024,                0.57731,                 1.1179,                0.76381,                0.94444,                0.86219,                0.44254,                 1.9076,                0.84507,                 2.2691,              0.0017594,              0.0017594,              0.0017594
                    246,                0.92273,                0.63001,                 1.1549,                0.70636,                0.80251,                0.84946,                0.44995,                 1.9175,                 0.9181,                 2.2805,              0.0017584,              0.0017584,              0.0017584
                    247,                0.92707,                0.65374,                 1.1432,                0.64579,                0.83333,                0.81634,                0.41434,                 1.9767,                 1.0534,                 2.3141,              0.0017575,              0.0017575,              0.0017575
                    248,                0.86959,                0.60571,                 1.0983,                  0.665,                0.88249,                0.79995,                0.35041,                 2.0667,                 1.1875,                 2.4787,              0.0017565,              0.0017565,              0.0017565
                    249,                0.85999,                  0.603,                 1.1105,                0.70846,                0.83333,                0.79235,                0.35893,                 2.0139,                 1.1122,                 2.4733,              0.0017555,              0.0017555,              0.0017555
                    250,                0.87931,                0.57551,                 1.1237,                0.80563,                0.66667,                 0.7199,                0.35661,                 2.0719,                 1.1073,                 2.4832,              0.0017545,              0.0017545,              0.0017545
                    251,                0.92894,                0.62523,                 1.1436,                0.79196,                0.61111,                0.72744,                0.34541,                 2.1054,                  1.147,                 2.6148,              0.0017535,              0.0017535,              0.0017535
                    252,                0.88553,                 0.5677,                 1.1329,                0.79606,                0.72222,                0.77633,                0.37466,                 1.9438,                 1.1271,                 2.4808,              0.0017525,              0.0017525,              0.0017525
                    253,                   1.02,                0.63044,                 1.1532,                0.70952,                0.83333,                0.79544,                0.36123,                 1.9382,                 1.0664,                 2.4456,              0.0017515,              0.0017515,              0.0017515
                    254,                0.93312,                0.63233,                 1.1548,                0.80733,                0.72222,                0.79803,                0.36865,                 1.9666,                 1.0896,                 2.4503,              0.0017505,              0.0017505,              0.0017505
                    255,                0.91909,                0.59854,                  1.149,                0.76865,                0.77778,                0.73554,                0.34983,                 1.9748,                 1.1221,                 2.4687,              0.0017495,              0.0017495,              0.0017495
                    256,                 0.9072,                0.61545,                 1.1175,                0.86628,                0.71996,                0.78431,                0.30706,                 2.1217,                  1.041,                 2.7952,              0.0017485,              0.0017485,              0.0017485
                    257,                  0.877,                0.64486,                 1.1207,                0.84465,                0.66667,                0.74456,                0.30145,                  2.215,                 1.1834,                 2.8324,              0.0017476,              0.0017476,              0.0017476
                    258,                0.83904,                 0.6257,                 1.0658,                0.76459,                0.72222,                0.68892,                0.30167,                 2.1117,                  1.178,                 2.6372,              0.0017466,              0.0017466,              0.0017466
                    259,                0.84033,                0.60434,                  1.106,                 0.8393,                0.72222,                0.84937,                0.30941,                  2.091,                 1.0276,                 2.6621,              0.0017456,              0.0017456,              0.0017456
                    260,                0.88357,                0.66381,                 1.1239,                0.76302,                0.72222,                0.75921,                 0.2672,                 2.3804,                 1.0324,                  2.818,              0.0017446,              0.0017446,              0.0017446
                    261,                0.78404,                0.57043,                 1.1418,                0.84718,                0.77778,                0.82926,                 0.2719,                 2.2846,                 1.0585,                 2.6607,              0.0017436,              0.0017436,              0.0017436
                    262,                0.81072,                0.57168,                 1.0811,                0.84383,                  0.901,                0.89322,                0.33553,                 2.1233,                0.96499,                 2.5175,              0.0017426,              0.0017426,              0.0017426
                    263,                0.82861,                0.58651,                 1.0841,                0.84036,                0.94444,                0.91208,                0.37748,                 2.0056,                0.84016,                  2.383,              0.0017416,              0.0017416,              0.0017416
                    264,                0.90336,                0.60524,                 1.1426,                0.81822,                0.77778,                0.81005,                0.38645,                 1.8625,                0.83955,                 2.3134,              0.0017406,              0.0017406,              0.0017406
                    265,                0.82766,                0.57825,                 1.1238,                0.81087,                0.72222,                0.79656,                0.38451,                  1.877,                0.87614,                 2.3302,              0.0017396,              0.0017396,              0.0017396
                    266,                0.88199,                0.59851,                 1.1393,                0.77366,                0.66667,                0.79068,                0.37706,                 1.7445,                 1.0305,                 2.2254,              0.0017386,              0.0017386,              0.0017386
                    267,                0.85556,                0.61383,                  1.098,                0.75673,                0.72222,                 0.7643,                0.38318,                 1.8178,                 1.1035,                 2.2801,              0.0017376,              0.0017376,              0.0017376
                    268,                0.81607,                0.58817,                  1.075,                0.77129,                0.77778,                0.76165,                0.37637,                 1.8051,                 1.2239,                 2.2423,              0.0017367,              0.0017367,              0.0017367
                    269,                0.84369,                0.54784,                 1.1003,                0.78931,                0.83256,                0.81397,                0.37102,                 1.8588,                 1.2196,                 2.2653,              0.0017357,              0.0017357,              0.0017357
                    270,                0.90795,                0.58335,                 1.1068,                0.92086,                0.77778,                0.87736,                0.42186,                 1.7576,                 1.0694,                 2.1464,              0.0017347,              0.0017347,              0.0017347
                    271,                0.90135,                0.68129,                 1.1694,                0.93329,                0.77723,                0.87163,                 0.4363,                 1.7426,                 1.0297,                 2.0729,              0.0017337,              0.0017337,              0.0017337
                    272,                0.89122,                0.64867,                 1.1174,                0.82959,                0.77778,                0.83457,                0.44806,                 1.8021,                 1.0086,                 2.1468,              0.0017327,              0.0017327,              0.0017327
                    273,                0.89618,                0.62409,                 1.1059,                 0.7959,                0.77778,                0.85102,                 0.4477,                 1.8513,                0.99386,                 2.2006,              0.0017317,              0.0017317,              0.0017317
                    274,                0.87318,                0.59784,                 1.1131,                0.88593,                0.88889,                0.89178,                0.41256,                 1.9538,                 1.0092,                 2.1683,              0.0017307,              0.0017307,              0.0017307
                    275,                0.84764,                0.63342,                 1.0957,                0.98314,                0.88889,                0.89105,                0.42734,                 1.8692,                  1.064,                 2.1079,              0.0017297,              0.0017297,              0.0017297
                    276,                0.87665,                0.61344,                 1.1161,                 0.9819,                0.88889,                 0.9044,                0.45132,                 1.8207,                 1.0813,                  2.148,              0.0017287,              0.0017287,              0.0017287
                    277,                0.88585,                 0.6179,                 1.1545,                0.92695,                0.88889,                0.93625,                 0.4698,                 1.8226,                 1.0753,                 2.2326,              0.0017278,              0.0017278,              0.0017278
                    278,                0.83968,                0.53491,                 1.0867,                0.85057,                0.83333,                0.87054,                0.47712,                  1.789,                0.99494,                 2.2163,              0.0017268,              0.0017268,              0.0017268
                    279,                0.82258,                0.57439,                 1.0873,                0.93281,                0.83333,                0.87925,                0.47155,                 1.7676,                 1.0535,                 2.1686,              0.0017258,              0.0017258,              0.0017258
                    280,                0.86979,                0.65416,                 1.1222,                      1,                0.81627,                 0.9452,                 0.4851,                 1.8076,                0.96321,                 2.0945,              0.0017248,              0.0017248,              0.0017248
                    281,                0.82161,                0.54869,                 1.0962,                0.93527,                0.83333,                0.91726,                0.47907,                 1.7325,                0.95679,                 2.0048,              0.0017238,              0.0017238,              0.0017238
                    282,                0.84251,                0.65942,                 1.1047,                0.82244,                0.83333,                 0.8559,                0.43853,                 1.8127,                 1.2159,                 2.0468,              0.0017228,              0.0017228,              0.0017228
                    283,                0.88554,                 0.5917,                 1.1153,                0.74995,                0.83312,                 0.8119,                0.43503,                 1.8154,                 1.1415,                 2.1154,              0.0017218,              0.0017218,              0.0017218
                    284,                0.81281,                0.55639,                 1.0693,                0.76431,                0.72074,                0.81237,                0.44666,                 1.7672,                 1.1362,                  2.072,              0.0017208,              0.0017208,              0.0017208
                    285,                0.82818,                0.56482,                 1.0978,                0.78542,                0.88889,                0.90073,                0.45373,                 1.7561,                 1.0832,                 2.1096,              0.0017198,              0.0017198,              0.0017198
                    286,                0.93197,                0.64014,                 1.1539,                0.79293,                0.85158,                0.90523,                0.40679,                 1.8113,                0.97744,                 2.2988,              0.0017188,              0.0017188,              0.0017188
                    287,                0.84169,                0.57159,                 1.1079,                0.78781,                0.82542,                0.89647,                0.40181,                 1.8761,                0.93519,                 2.2917,              0.0017179,              0.0017179,              0.0017179
                    288,                0.79582,                0.55895,                 1.0495,                0.87129,                0.77778,                0.90243,                0.40411,                 1.9457,                0.92836,                 2.3116,              0.0017169,              0.0017169,              0.0017169
                    289,                0.78444,                0.57327,                 1.0467,                0.85174,                0.77778,                0.88957,                0.38225,                 1.8643,                0.98611,                 2.3793,              0.0017159,              0.0017159,              0.0017159
                    290,                0.77612,                0.54254,                 1.0628,                0.91612,                0.72222,                0.84659,                0.36755,                 1.8635,                 0.9819,                 2.4766,              0.0017149,              0.0017149,              0.0017149
                    291,                0.82759,                 0.5451,                  1.081,                0.79841,                0.88051,                0.91765,                0.40802,                 1.8069,                 1.0028,                 2.3485,              0.0017139,              0.0017139,              0.0017139
                    292,                0.81972,                0.56408,                 1.0882,                0.87417,                0.77778,                0.85239,                0.45215,                 1.7293,                   1.06,                 2.0777,              0.0017129,              0.0017129,              0.0017129
                    293,                0.83776,                0.55523,                 1.0866,                0.86396,                0.77778,                0.83005,                0.41895,                 1.7105,                 1.1081,                 2.0322,              0.0017119,              0.0017119,              0.0017119
                    294,                0.91308,                0.59652,                 1.1769,                0.73505,                0.83333,                0.79699,                  0.422,                 1.7609,                 1.2252,                 2.0477,              0.0017109,              0.0017109,              0.0017109
                    295,                0.85381,                0.54961,                 1.0958,                0.81408,                0.83333,                0.81816,                0.42788,                  1.796,                 1.1969,                 2.0802,              0.0017099,              0.0017099,              0.0017099
                    296,                0.93945,                0.63504,                 1.1264,                0.88205,                0.83333,                0.84589,                0.42818,                 1.8573,                 1.1617,                 2.2202,              0.0017089,              0.0017089,              0.0017089
                    297,                0.89268,                0.59735,                 1.1273,                 0.9809,                0.77778,                0.86657,                0.39348,                 1.8929,                 1.1199,                  2.307,               0.001708,               0.001708,               0.001708
                    298,                0.84384,                0.58751,                 1.1094,                  0.822,                0.77009,                0.82057,                0.35761,                  1.958,                 1.1975,                 2.3743,               0.001707,               0.001707,               0.001707
                    299,                0.80209,                 0.5401,                 1.0732,                 0.9276,                0.71237,                0.81901,                0.37122,                 1.8831,                 1.2041,                 2.2319,               0.001706,               0.001706,               0.001706
                    300,                0.86272,                0.55898,                 1.0881,                0.91685,                0.77778,                0.84182,                0.38622,                 1.8268,                  1.012,                 2.1193,               0.001705,               0.001705,               0.001705
                    301,                0.87881,                0.58441,                 1.1304,                0.89428,                0.77778,                0.86451,                  0.413,                 1.8161,                 1.0174,                  2.123,               0.001704,               0.001704,               0.001704
                    302,                0.87661,                0.61377,                 1.1305,                0.86958,                0.77778,                0.86349,                0.39366,                 1.8647,                0.90127,                 2.2986,               0.001703,               0.001703,               0.001703
                    303,                0.90397,                 0.5667,                 1.1028,                0.93089,                0.77778,                0.93943,                0.38547,                 1.8765,                 0.9021,                 2.2506,               0.001702,               0.001702,               0.001702
                    304,                0.78974,                0.57998,                 1.0484,                0.90825,                0.72222,                0.82855,                0.39005,                 1.8748,                 1.0251,                 2.2662,               0.001701,               0.001701,               0.001701
                    305,                0.88188,                0.56814,                 1.1176,                0.92734,                0.70978,                0.81985,                0.41146,                 1.8575,                 1.1512,                 2.3087,                 0.0017,                 0.0017,                 0.0017
                    306,                0.76835,                0.53006,                 1.0248,                0.70991,                0.72222,                 0.7503,                0.37401,                 1.8873,                 1.4291,                 2.4444,               0.001699,               0.001699,               0.001699
                    307,                0.82887,                0.57626,                 1.1141,                0.79933,                0.66408,                0.74696,                0.35313,                 1.8805,                 1.4104,                 2.3788,               0.001698,               0.001698,               0.001698
                    308,                0.84458,                0.58855,                 1.1062,                0.87686,                0.83333,                0.83424,                 0.3752,                 1.8429,                 1.2091,                 2.2125,              0.0016971,              0.0016971,              0.0016971
                    309,                0.84849,                0.59047,                 1.1052,                0.80426,                0.72222,                0.75975,                0.40352,                 1.7838,                 1.0256,                   2.22,              0.0016961,              0.0016961,              0.0016961
                    310,                0.85978,                0.56335,                 1.0907,                0.78617,                0.81763,                0.78837,                0.38478,                 1.8894,                0.81692,                 2.4627,              0.0016951,              0.0016951,              0.0016951
                    311,                0.77718,                0.57244,                 1.0894,                0.86555,                0.71573,                0.82456,                 0.4131,                 1.8011,                 0.7726,                 2.3974,              0.0016941,              0.0016941,              0.0016941
                    312,                0.74383,                 0.5711,                 1.0995,                0.84065,                0.87968,                0.90647,                 0.4376,                 1.7484,                0.74722,                 2.3174,              0.0016931,              0.0016931,              0.0016931
                    313,                0.77868,                0.50569,                 1.0366,                0.93078,                0.88889,                0.95663,                 0.4424,                 1.7424,                0.82419,                 2.3092,              0.0016921,              0.0016921,              0.0016921
                    314,                0.79466,                0.50372,                 1.0722,                0.88433,                0.94444,                0.93398,                0.41348,                 1.8231,                 0.8634,                  2.318,              0.0016911,              0.0016911,              0.0016911
                    315,                0.79084,                0.55767,                 1.1107,                0.88179,                0.88889,                0.87546,                0.40163,                 1.8837,                0.84776,                 2.3961,              0.0016901,              0.0016901,              0.0016901
                    316,                0.74905,                0.52373,                 1.0198,                0.82188,                0.76948,                0.81003,                0.33027,                 2.0626,                0.95719,                 2.7048,              0.0016891,              0.0016891,              0.0016891
                    317,                0.84678,                0.56812,                 1.0666,                 0.9271,                0.66667,                0.76583,                0.27615,                 2.1089,                 1.0254,                 2.6955,              0.0016882,              0.0016882,              0.0016882
                    318,                0.80246,                0.54466,                 1.0519,                0.88417,                0.66667,                 0.7688,                0.31618,                  1.977,                  1.067,                 2.4645,              0.0016872,              0.0016872,              0.0016872
                    319,                0.83232,                0.55712,                 1.0657,                0.80777,                0.72222,                0.77837,                0.37612,                 1.9279,                 1.1536,                 2.4594,              0.0016862,              0.0016862,              0.0016862
                    320,                0.83985,                0.57668,                 1.1172,                0.74792,                0.82457,                 0.7935,                0.35604,                 1.9721,                 1.1306,                 2.5464,              0.0016852,              0.0016852,              0.0016852
                    321,                0.80521,                0.49864,                 1.0288,                0.88757,                0.77778,                0.75837,                0.33034,                 1.9756,                 1.1135,                 2.5027,              0.0016842,              0.0016842,              0.0016842
                    322,                0.79138,                0.52844,                 1.0708,                0.91895,                0.83333,                 0.8713,                0.36591,                 1.8405,                 1.0585,                 2.2425,              0.0016832,              0.0016832,              0.0016832
                    323,                0.83705,                0.51807,                 1.0883,                0.88862,                 0.8866,                0.90588,                0.38423,                 1.8015,                 1.0517,                 2.2123,              0.0016822,              0.0016822,              0.0016822
                    324,                0.76689,                0.52924,                 1.0706,                0.80987,                0.72222,                0.77113,                0.39508,                 1.7657,                 1.1022,                 2.2382,              0.0016812,              0.0016812,              0.0016812
                    325,                 0.7828,                0.51349,                 1.0292,                0.85694,                0.66565,                0.74519,                0.38331,                 1.8329,                 1.1133,                 2.2989,              0.0016802,              0.0016802,              0.0016802
                    326,                0.76792,                0.53656,                 1.0403,                0.85522,                0.65695,                0.75698,                0.36077,                 1.8942,                 1.3921,                 2.3236,              0.0016792,              0.0016792,              0.0016792
                    327,                0.78886,                0.54325,                 1.1033,                0.79826,                0.66667,                 0.7835,                0.36154,                  1.889,                 1.2341,                  2.351,              0.0016783,              0.0016783,              0.0016783
                    328,                0.80141,                0.54752,                  1.057,                0.82219,                0.77105,                 0.7911,                0.40495,                 1.9512,                 1.2347,                 2.4154,              0.0016773,              0.0016773,              0.0016773
                    329,                0.76384,                0.53986,                 1.0882,                0.87429,                0.77304,                0.78908,                0.40153,                 1.9614,                 1.2401,                 2.4299,              0.0016763,              0.0016763,              0.0016763
                    330,                0.74398,                0.48592,                 1.0301,                0.80941,                0.72222,                 0.7108,                0.36777,                 1.9349,                 1.2989,                 2.4186,              0.0016753,              0.0016753,              0.0016753
                    331,                0.81695,                0.56122,                  1.083,                0.80487,                0.72222,                0.70853,                0.36784,                 1.8906,                 1.3213,                 2.3938,              0.0016743,              0.0016743,              0.0016743
                    332,                0.72673,                0.49794,                 1.0316,                0.74201,                0.66667,                0.67881,                0.34642,                 1.8586,                 1.2658,                 2.3174,              0.0016733,              0.0016733,              0.0016733
                    333,                0.69511,                 0.4649,                 1.0117,                 0.7496,                0.66535,                 0.7027,                0.37103,                 1.8469,                 1.1973,                 2.3752,              0.0016723,              0.0016723,              0.0016723
                    334,                0.74521,                0.49794,                 1.0392,                0.73406,                0.76719,                0.76456,                0.37541,                 1.8948,                 1.1088,                 2.4609,              0.0016713,              0.0016713,              0.0016713
                    335,                0.78878,                0.53719,                 1.0312,                 0.7279,                0.77778,                0.73767,                0.35994,                 1.7844,                 1.0709,                 2.2736,              0.0016703,              0.0016703,              0.0016703
                    336,                0.75702,                0.50976,                 1.0241,                0.72708,                0.88889,                0.80929,                0.38226,                 1.7013,                 1.0564,                 2.0361,              0.0016693,              0.0016693,              0.0016693
                    337,                0.73796,                0.49847,                 1.0212,                0.84107,                0.72222,                0.81275,                0.41005,                 1.7645,                 1.1952,                 2.0698,              0.0016684,              0.0016684,              0.0016684
                    338,                0.80813,                0.58129,                 1.0981,                0.66114,                0.75935,                 0.6995,                0.35988,                 1.9396,                 1.1925,                  2.374,              0.0016674,              0.0016674,              0.0016674
                    339,                0.84529,                0.53717,                 1.0617,                0.63361,                0.76893,                0.66695,                0.33519,                 1.9823,                 1.1761,                 2.4136,              0.0016664,              0.0016664,              0.0016664
                    340,                0.78538,                0.54314,                 1.0587,                0.83814,                0.66667,                0.72067,                0.35638,                 1.9436,                 1.2404,                 2.3537,              0.0016654,              0.0016654,              0.0016654
                    341,                 0.7824,                0.54444,                 1.0577,                0.81141,                0.66667,                0.73067,                0.36512,                 1.8797,                 1.1952,                 2.3159,              0.0016644,              0.0016644,              0.0016644
                    342,                0.75586,                0.53663,                 1.0376,                0.73124,                0.77778,                0.75851,                 0.3811,                 1.8757,                 1.2089,                  2.331,              0.0016634,              0.0016634,              0.0016634
                    343,                0.79762,                0.54249,                 1.0966,                0.75192,                0.72222,                0.75241,                0.38445,                 1.8715,                 1.2215,                 2.3472,              0.0016624,              0.0016624,              0.0016624
                    344,                0.74588,                0.50747,                 1.0466,                0.79321,                0.66667,                0.73923,                0.34903,                 1.8833,                 1.1545,                 2.3533,              0.0016614,              0.0016614,              0.0016614
                    345,                0.79359,                0.54213,                 1.0642,                0.89232,                0.66667,                0.74632,                0.36774,                  1.872,                 1.1337,                 2.2351,              0.0016604,              0.0016604,              0.0016604
                    346,                0.78026,                0.51536,                 1.0562,                0.92017,                0.77778,                0.85354,                0.36453,                 2.0296,                0.95988,                 2.3622,              0.0016594,              0.0016594,              0.0016594
                    347,                0.77605,                0.51135,                 1.0279,                0.85467,                0.83333,                 0.8726,                0.34207,                 2.0787,                0.99791,                 2.4316,              0.0016585,              0.0016585,              0.0016585
                    348,                0.81844,                0.58129,                 1.0911,                0.75934,                0.88889,                0.84574,                0.38535,                 2.0574,                0.89628,                  2.563,              0.0016575,              0.0016575,              0.0016575
                    349,                0.81856,                0.57946,                  1.137,                0.79833,                0.88008,                0.80075,                0.38303,                 1.9849,                0.89516,                 2.5021,              0.0016565,              0.0016565,              0.0016565
                    350,                 0.7804,                0.52573,                 1.0361,                0.78515,                0.83333,                0.76709,                0.37262,                 1.9225,                0.88452,                 2.3901,              0.0016555,              0.0016555,              0.0016555
                    351,                0.76929,                0.56093,                 1.0859,                0.77968,                0.83333,                0.82304,                0.40488,                 1.9894,                0.92542,                 2.4813,              0.0016545,              0.0016545,              0.0016545
                    352,                0.70807,                0.48281,                 1.0182,                0.84177,                0.61111,                0.75017,                0.37311,                 1.9039,                 1.0879,                  2.374,              0.0016535,              0.0016535,              0.0016535
                    353,                 0.7303,                0.50915,                 1.0429,                0.87258,                0.61111,                0.71236,                0.38182,                 1.8739,                 1.0691,                 2.3628,              0.0016525,              0.0016525,              0.0016525
                    354,                 0.7918,                0.57289,                 1.0901,                0.83061,                0.61111,                0.70758,                0.35434,                 1.9322,                 1.1239,                 2.3702,              0.0016515,              0.0016515,              0.0016515
                    355,                0.81562,                0.58522,                  1.106,                0.92074,                0.64638,                0.74886,                0.40325,                 1.8813,                0.99967,                 2.3209,              0.0016505,              0.0016505,              0.0016505
                    356,                0.80307,                0.53207,                 1.0819,                0.92139,                0.65205,                0.81151,                 0.4494,                  1.923,                0.84319,                 2.4715,              0.0016495,              0.0016495,              0.0016495
                    357,                 0.7492,                0.49925,                 1.0466,                  0.919,                0.77778,                0.91953,                 0.4408,                 1.9378,                0.84373,                 2.4925,              0.0016485,              0.0016485,              0.0016485
                    358,                0.81999,                0.58907,                 1.1053,                0.87401,                0.77118,                0.89743,                0.40624,                 1.9608,                0.93089,                 2.4952,              0.0016476,              0.0016476,              0.0016476
                    359,                 0.7642,                0.53365,                 1.0487,                0.86272,                0.66667,                0.77977,                0.35085,                 2.0069,                  1.002,                 2.5836,              0.0016466,              0.0016466,              0.0016466
                    360,                0.77232,                0.55316,                 1.0605,                0.85627,                0.66223,                0.68885,                0.30665,                 2.1094,                 1.2555,                 2.6985,              0.0016456,              0.0016456,              0.0016456
                    361,                0.80884,                0.60702,                 1.0846,                0.90981,                0.61111,                0.69338,                0.30876,                 2.1554,                 1.3776,                 2.6905,              0.0016446,              0.0016446,              0.0016446
                    362,                0.71862,                0.49302,                 1.0306,                0.85352,                0.72222,                0.74093,                0.34086,                 1.9643,                 1.3056,                 2.4391,              0.0016436,              0.0016436,              0.0016436
                    363,                0.72327,                0.47925,                 1.0098,                0.91249,                0.66667,                0.78918,                0.37364,                 1.9076,                 1.1204,                 2.3943,              0.0016426,              0.0016426,              0.0016426
                    364,                0.80721,                0.56853,                  1.083,                 0.7989,                 0.6624,                0.74404,                 0.3856,                 1.8489,                 1.0046,                 2.2222,              0.0016416,              0.0016416,              0.0016416
                    365,                0.73702,                0.50896,                  1.051,                0.77761,                0.66667,                0.72151,                0.37969,                 1.8536,                0.96864,                 2.1943,              0.0016406,              0.0016406,              0.0016406
                    366,                0.77065,                0.49005,                 1.0661,                0.79446,                0.66667,                0.71032,                0.39636,                 1.8375,                 0.9932,                 2.1923,              0.0016396,              0.0016396,              0.0016396
                    367,                0.77575,                0.52637,                 1.0659,                 0.8408,                0.66667,                0.77033,                 0.4224,                 1.7891,                 1.0138,                 2.1635,              0.0016386,              0.0016386,              0.0016386
